date,region,product,sales,quantity,customer_age,rating,is_promotion,revenue,profit,month,quarter,weekday,age_group,sales_category
2024-08-15,Юг,Монитор,1127.03,7,42.0,5.0,False,7889.21,2366.763,8,3,Thursday,36-50,Medium
2024-08-16,Север,Телефон,1209.91,3,41.0,2.2,True,3629.7300000000005,1088.919,8,3,Friday,36-50,High
2024-08-17,Север,Планшет,892.95,6,42.0,2.4,False,5357.700000000001,1607.3100000000002,8,3,Saturday,36-50,Medium
2024-08-18,Юг,Планшет,1263.48,7,33.0,4.8,True,8844.36,2653.308,8,3,Sunday,26-35,High
2024-08-19,Восток,Монитор,1039.52,1,69.0,3.8,False,1039.52,311.856,8,3,Monday,50+,Medium
2024-08-20,Восток,Ноутбук,1415.05,6,33.0,2.2,False,8490.3,2547.0899999999997,8,3,Tuesday,26-35,High
2024-08-21,Восток,Ноутбук,862.16,4,23.0,3.3,False,3448.64,1034.5919999999999,8,3,Wednesday,18-25,Medium
2024-08-22,Восток,Телефон,1347.19,2,54.0,4.8,False,2694.38,808.314,8,3,Thursday,50+,High
2024-08-23,Восток,Монитор,1039.58,2,38.0,4.2,True,2079.16,623.7479999999999,8,3,Friday,36-50,Medium
2024-08-24,Юг,Ноутбук,869.72,5,21.0,4.0,False,4348.6,1304.5800000000002,8,3,Saturday,18-25,Medium
2024-08-25,Юг,Монитор,903.22,5,51.0,3.9,False,4516.1,1354.8300000000002,8,3,Sunday,50+,Medium
2024-08-26,Запад,Ноутбук,935.93,3,45.0,1.7,False,2807.79,842.337,8,3,Monday,36-50,Medium
2024-08-27,Восток,Планшет,1084.83,5,55.0,4.3,True,5424.15,1627.245,8,3,Tuesday,50+,Medium
2024-08-28,Юг,Ноутбук,1104.57,11,58.0,2.1,False,12150.269999999999,3645.0809999999997,8,3,Wednesday,50+,Medium
2024-08-29,Запад,Монитор,885.26,2,45.0,4.7,False,1770.52,531.156,8,3,Thursday,36-50,Medium
2024-08-30,Восток,Планшет,995.13,6,34.0,2.5,False,5970.78,1791.234,8,3,Friday,26-35,Medium
2024-08-31,Север,Планшет,1428.45,5,31.0,4.4,False,7142.25,2142.6749999999997,8,3,Saturday,26-35,High
2024-09-01,Запад,Планшет,1345.51,3,24.0,2.1,False,4036.5299999999997,1210.9589999999998,9,3,Sunday,18-25,High
2024-09-02,Юг,Монитор,1087.26,4,39.0,3.1,True,4349.04,1304.712,9,3,Monday,36-50,Medium
2024-09-03,Север,Телефон,1007.6,10,68.0,1.4,True,10076.0,3022.7999999999997,9,3,Tuesday,50+,Medium
2024-09-04,Север,Телефон,1024.01,1,18.0,3.6,False,1024.01,307.203,9,3,Wednesday,18-25,Medium
2024-09-05,Север,Телефон,1122.7,8,46.0,4.3,True,8981.6,2694.48,9,3,Thursday,36-50,Medium
2024-09-06,Запад,Монитор,795.44,3,69.0,3.9,False,2386.32,715.8960000000001,9,3,Friday,50+,Low
2024-09-07,Юг,Планшет,948.52,5,48.0,3.1,False,4742.6,1422.78,9,3,Saturday,36-50,Medium
2024-09-08,Север,Телефон,666.28,4,47.0,1.2,False,2665.12,799.536,9,3,Sunday,36-50,Low
2024-09-09,Восток,Монитор,1079.84,11,32.0,4.7,True,11878.24,3563.4719999999998,9,3,Monday,26-35,Medium
2024-09-10,Север,Телефон,1129.44,3,35.0,3.8,False,3388.32,1016.496,9,3,Tuesday,26-35,Medium
2024-09-11,Север,Ноутбук,903.36,4,52.0,4.0,True,3613.44,1084.032,9,3,Wednesday,50+,Medium
2024-09-12,Запад,Телефон,1314.8,3,67.0,4.2,False,3944.3999999999996,1183.32,9,3,Thursday,50+,High
2024-09-13,Запад,Телефон,754.85,3,47.0,4.0,False,2264.55,679.365,9,3,Friday,36-50,Low
2024-09-14,Юг,Планшет,707.13,8,51.0,2.8,False,5657.04,1697.1119999999999,9,3,Saturday,50+,Low
2024-09-15,Восток,Монитор,1044.89,1,59.0,3.9,False,1044.89,313.46700000000004,9,3,Sunday,50+,Medium
2024-09-16,Запад,Планшет,1209.42,5,28.0,3.5,True,6047.1,1814.13,9,3,Monday,26-35,High
2024-09-17,Север,Планшет,1336.79,7,44.0,4.4,False,9357.529999999999,2807.2589999999996,9,3,Tuesday,36-50,High
2024-09-18,Юг,Планшет,908.22,3,41.0,4.2,True,2724.66,817.3979999999999,9,3,Wednesday,36-50,Medium
2024-09-19,Север,Планшет,1215.74,7,52.0,1.2,True,8510.18,2553.054,9,3,Thursday,50+,High
2024-09-20,Север,Планшет,992.3,5,56.0,2.5,False,4961.5,1488.45,9,3,Friday,50+,Medium
2024-09-21,Запад,Телефон,965.47,7,25.0,1.1,False,6758.29,2027.4869999999999,9,3,Saturday,18-25,Medium
2024-09-22,Юг,Планшет,1176.73,5,68.0,1.4,False,5883.65,1765.0949999999998,9,3,Sunday,50+,Medium
2024-09-23,Восток,Планшет,1130.46,7,35.0,3.4,False,7913.22,2373.966,9,3,Monday,26-35,Medium
2024-09-24,Восток,Монитор,684.72,5,30.0,4.5,False,3423.6000000000004,1027.0800000000002,9,3,Tuesday,26-35,Low
2024-09-25,Запад,Ноутбук,1295.31,4,62.0,1.5,False,5181.24,1554.3719999999998,9,3,Wednesday,50+,High
2024-09-26,Запад,Телефон,1276.02,5,41.0,2.8,False,6380.1,1914.03,9,3,Thursday,36-50,High
2024-09-27,Юг,Телефон,874.89,11,68.0,4.6,True,9623.789999999999,2887.1369999999997,9,3,Friday,50+,Medium
2024-09-28,Восток,Телефон,1079.16,7,40.0,4.3,False,7554.120000000001,2266.2360000000003,9,3,Saturday,36-50,Medium
2024-09-29,Восток,Планшет,1098.81,6,29.0,3.1,True,6592.86,1977.8579999999997,9,3,Sunday,26-35,Medium
2024-09-30,Восток,Планшет,1052.13,3,66.0,4.1,False,3156.3900000000003,946.917,9,3,Monday,50+,Medium
2024-10-01,Север,Планшет,889.94,0,47.0,3.1,False,0.0,0.0,10,4,Tuesday,36-50,Medium
2024-10-02,Восток,Монитор,865.68,10,48.0,1.6,False,8656.8,2597.0399999999995,10,4,Wednesday,36-50,Medium
2024-10-03,Север,Ноутбук,994.89,5,45.0,1.5,False,4974.45,1492.3349999999998,10,4,Thursday,36-50,Medium
2024-10-04,Юг,Планшет,1234.55,5,39.0,1.8,True,6172.75,1851.8249999999998,10,4,Friday,36-50,High
2024-10-05,Север,Ноутбук,1108.72,3,61.0,2.4,False,3326.16,997.848,10,4,Saturday,50+,Medium
2024-10-06,Юг,Монитор,925.88,4,45.0,4.7,False,3703.52,1111.056,10,4,Sunday,36-50,Medium
2024-10-07,Восток,Телефон,1154.34,2,30.0,4.2,False,2308.68,692.6039999999999,10,4,Monday,26-35,Medium
2024-10-08,Восток,Планшет,430.29,2,42.0,2.7,False,860.58,258.174,10,4,Tuesday,36-50,Low
2024-10-09,Юг,Ноутбук,1229.75,7,61.0,3.0,False,8608.25,2582.475,10,4,Wednesday,50+,High
2024-10-10,Запад,Ноутбук,652.06,3,68.0,2.1,False,1956.1799999999998,586.8539999999999,10,4,Thursday,50+,Low
2024-10-11,Юг,Планшет,927.51,1,63.0,3.8,False,927.51,278.253,10,4,Friday,50+,Medium
2024-10-12,Запад,Телефон,776.07,3,24.0,4.2,True,2328.21,698.463,10,4,Saturday,18-25,Low
2024-10-13,Север,Телефон,741.06,7,62.0,2.0,True,5187.42,1556.2259999999999,10,4,Sunday,50+,Low
2024-10-14,Север,Телефон,1232.17,5,23.0,1.2,False,6160.85,1848.255,10,4,Monday,18-25,High
2024-10-15,Север,Монитор,906.46,5,41.0,3.5,True,4532.3,1359.69,10,4,Tuesday,36-50,Medium
2024-10-16,Восток,Ноутбук,1069.3,4,36.0,3.3,False,4277.2,1283.1599999999999,10,4,Wednesday,36-50,Medium
2024-10-17,Север,Ноутбук,990.62,5,36.0,2.6,False,4953.1,1485.93,10,4,Thursday,36-50,Medium
2024-10-18,Запад,Ноутбук,1095.41,5,53.0,3.6,False,5477.05,1643.115,10,4,Friday,50+,Medium
2024-10-19,Север,Монитор,1015.36,3,68.0,3.2,False,3046.08,913.824,10,4,Saturday,50+,Medium
2024-10-20,Юг,Ноутбук,743.4,3,26.0,2.0,True,2230.2,669.06,10,4,Sunday,26-35,Low
2024-10-21,Юг,Монитор,1199.25,6,65.0,2.6,False,7195.5,2158.65,10,4,Monday,50+,Medium
2024-10-22,Восток,Телефон,901.25,6,53.0,2.7,False,5407.5,1622.25,10,4,Tuesday,50+,Medium
2024-10-23,Юг,Планшет,688.68,4,55.0,4.5,False,2754.72,826.4159999999999,10,4,Wednesday,50+,Low
2024-10-24,Запад,Ноутбук,914.38,9,57.0,4.8,True,8229.42,2468.826,10,4,Thursday,50+,Medium
2024-10-25,Север,Ноутбук,1300.15,6,46.0,4.6,False,7800.900000000001,2340.27,10,4,Friday,36-50,High
2024-10-26,Восток,Телефон,1170.04,5,41.0,3.9,True,5850.2,1755.06,10,4,Saturday,36-50,Medium
2024-10-27,Север,Планшет,930.27,5,65.0,3.3,False,4651.35,1395.405,10,4,Sunday,50+,Medium
2024-10-28,Север,Монитор,930.15,4,22.0,3.8,True,3720.6,1116.1799999999998,10,4,Monday,18-25,Medium
2024-10-29,Запад,Планшет,935.67,10,59.0,4.8,False,9356.699999999999,2807.0099999999998,10,4,Tuesday,50+,Medium
2024-10-30,Юг,Телефон,1415.35,6,62.0,2.0,False,8492.099999999999,2547.6299999999997,10,4,Wednesday,50+,High
2024-10-31,Юг,Телефон,1076.39,2,43.0,3.1,True,2152.78,645.8340000000001,10,4,Thursday,36-50,Medium
2024-11-01,Север,Планшет,1086.01,4,31.0,3.8,True,4344.04,1303.212,11,4,Friday,26-35,Medium
2024-11-02,Восток,Монитор,1206.06,3,56.0,3.7,False,3618.18,1085.454,11,4,Saturday,50+,High
2024-11-03,Юг,Монитор,1047.76,2,46.0,2.0,True,2095.52,628.656,11,4,Sunday,36-50,Medium
2024-11-04,Восток,Ноутбук,948.19,5,69.0,3.3,False,4740.950000000001,1422.285,11,4,Monday,50+,Medium
2024-11-05,Юг,Монитор,960.73,6,23.0,4.2,False,5764.38,1729.314,11,4,Tuesday,18-25,Medium
2024-11-06,Восток,Планшет,985.68,5,24.0,2.9,False,4928.4,1478.5199999999998,11,4,Wednesday,18-25,Medium
2024-11-07,Запад,Телефон,992.56,10,54.0,4.2,False,9925.599999999999,2977.6799999999994,11,4,Thursday,50+,Medium
2024-11-08,Восток,Ноутбук,1145.53,5,35.0,2.4,True,5727.65,1718.2949999999998,11,4,Friday,26-35,Medium
2024-11-09,Запад,Ноутбук,1010.39,5,40.0,4.8,False,5051.95,1515.5849999999998,11,4,Saturday,36-50,Medium
2024-11-10,Запад,Телефон,1146.53,4,61.0,3.1,True,4586.12,1375.836,11,4,Sunday,50+,Medium
2024-11-11,Восток,Монитор,983.86,4,55.0,3.4,False,3935.44,1180.632,11,4,Monday,50+,Medium
2024-11-12,Запад,Телефон,1015.73,3,18.0,1.1,False,3047.19,914.157,11,4,Tuesday,18-25,Medium
2024-11-13,Север,Монитор,600.36,6,21.0,1.7,False,3602.16,1080.648,11,4,Wednesday,18-25,Low
2024-11-14,Запад,Телефон,1183.27,4,68.0,3.5,True,4733.08,1419.924,11,4,Thursday,50+,Medium
2024-11-15,Юг,Планшет,1069.3,2,61.0,2.7,False,2138.6,641.5799999999999,11,4,Friday,50+,Medium
2024-11-16,Восток,Монитор,1199.6,9,64.0,3.0,False,10796.4,3238.9199999999996,11,4,Saturday,50+,Medium
2024-11-17,Север,Планшет,420.75,5,52.0,1.3,False,2103.75,631.125,11,4,Sunday,50+,Low
2024-11-18,Восток,Ноутбук,1417.67,9,40.0,4.3,False,12759.03,3827.709,11,4,Monday,36-50,High
2024-11-19,Юг,Телефон,972.08,5,44.0,4.1,False,4860.400000000001,1458.1200000000001,11,4,Tuesday,36-50,Medium
2024-11-20,Юг,Ноутбук,1221.64,5,43.0,1.7,True,6108.200000000001,1832.4600000000003,11,4,Wednesday,36-50,High
2024-11-21,Юг,Ноутбук,792.02,1,69.0,3.5,False,792.02,237.606,11,4,Thursday,50+,Low
2024-11-22,Запад,Ноутбук,1122.55,5,25.0,4.3,False,5612.75,1683.825,11,4,Friday,18-25,Medium
2024-11-23,Запад,Ноутбук,789.32,8,60.0,3.6,False,6314.56,1894.368,11,4,Saturday,50+,Low
2024-11-24,Восток,Телефон,875.25,6,33.0,2.2,False,5251.5,1575.45,11,4,Sunday,26-35,Medium
2024-11-25,Восток,Ноутбук,1382.81,2,58.0,3.6,True,2765.62,829.6859999999999,11,4,Monday,50+,High
2024-11-26,Север,Телефон,961.86,5,20.0,1.8,False,4809.3,1442.79,11,4,Tuesday,18-25,Medium
2024-11-27,Север,Телефон,1043.49,5,49.0,2.3,False,5217.45,1565.235,11,4,Wednesday,36-50,Medium
2024-11-28,Восток,Планшет,1174.01,4,22.0,2.0,True,4696.04,1408.812,11,4,Thursday,18-25,Medium
2024-11-29,Запад,Монитор,1099.14,6,37.0,3.2,False,6594.84,1978.452,11,4,Friday,36-50,Medium
2024-11-30,Юг,Монитор,1030.08,5,31.0,1.4,False,5150.4,1545.12,11,4,Saturday,26-35,Medium
2024-12-01,Восток,Телефон,1072.99,6,49.0,4.7,False,6437.9400000000005,1931.382,12,4,Sunday,36-50,Medium
2024-12-02,Север,Планшет,1480.68,5,43.0,2.3,False,7403.400000000001,2221.02,12,4,Monday,36-50,High
2024-12-03,Запад,Телефон,988.48,4,64.0,1.9,False,3953.92,1186.176,12,4,Tuesday,50+,Medium
2024-12-04,Восток,Телефон,1040.22,7,23.0,3.0,True,7281.54,2184.462,12,4,Wednesday,18-25,Medium
2024-12-05,Восток,Телефон,1210.13,5,53.0,2.1,False,6050.650000000001,1815.1950000000002,12,4,Thursday,50+,High
2024-12-06,Запад,Планшет,1221.11,7,57.0,3.1,False,8547.769999999999,2564.3309999999997,12,4,Friday,50+,High
2024-12-07,Восток,Монитор,1237.41,6,68.0,2.4,False,7424.460000000001,2227.338,12,4,Saturday,50+,High
2024-12-08,Запад,Планшет,1127.75,4,22.0,1.5,False,4511.0,1353.3,12,4,Sunday,18-25,Medium
2024-12-09,Юг,Ноутбук,771.4,8,30.0,2.1,False,6171.2,1851.36,12,4,Monday,26-35,Low
2024-12-10,Запад,Планшет,1326.69,4,49.0,2.8,True,5306.76,1592.028,12,4,Tuesday,36-50,High
2024-12-11,Запад,Планшет,770.73,3,33.0,1.1,True,2312.19,693.657,12,4,Wednesday,26-35,Low
2024-12-12,Запад,Планшет,1060.53,5,18.0,4.1,False,5302.65,1590.7949999999998,12,4,Thursday,18-25,Medium
2024-12-13,Восток,Планшет,849.14,10,30.0,3.5,False,8491.4,2547.4199999999996,12,4,Friday,26-35,Medium
2024-12-14,Восток,Монитор,987.17,6,28.0,3.4,False,5923.0199999999995,1776.9059999999997,12,4,Saturday,26-35,Medium
2024-12-15,Запад,Ноутбук,1065.75,4,25.0,3.2,False,4263.0,1278.8999999999999,12,4,Sunday,18-25,Medium
2024-12-16,Восток,Монитор,1064.27,3,42.0,3.4,False,3192.81,957.843,12,4,Monday,36-50,Medium
2024-12-17,Север,Монитор,1084.38,3,57.0,4.7,False,3253.1400000000003,975.942,12,4,Tuesday,50+,Medium
2024-12-18,Север,Планшет,1322.74,5,49.0,1.0,False,6613.7,1984.11,12,4,Wednesday,36-50,High
2024-12-19,Восток,Телефон,1090.71,2,41.0,1.2,False,2181.42,654.426,12,4,Thursday,36-50,Medium
2024-12-20,Восток,Телефон,951.17,6,45.0,1.8,False,5707.0199999999995,1712.1059999999998,12,4,Friday,36-50,Medium
2024-12-21,Запад,Монитор,1192.82,2,31.0,1.7,False,2385.64,715.6919999999999,12,4,Saturday,26-35,Medium
2024-12-22,Юг,Монитор,1237.89,5,62.0,1.7,True,6189.450000000001,1856.835,12,4,Sunday,50+,High
2024-12-23,Восток,Планшет,754.48,2,20.0,3.7,False,1508.96,452.688,12,4,Monday,18-25,Low
2024-12-24,Север,Монитор,1119.48,6,53.0,2.8,False,6716.88,2015.0639999999999,12,4,Tuesday,50+,Medium
2024-12-25,Запад,Планшет,1140.23,3,44.0,5.0,True,3420.69,1026.2069999999999,12,4,Wednesday,36-50,Medium
2024-12-26,Восток,Телефон,940.49,5,37.0,1.9,True,4702.45,1410.735,12,4,Thursday,36-50,Medium
2024-12-27,Север,Телефон,1275.14,2,64.0,2.2,True,2550.28,765.0840000000001,12,4,Friday,50+,High
2024-12-28,Север,Ноутбук,969.99,6,32.0,4.9,False,5819.9400000000005,1745.9820000000002,12,4,Saturday,26-35,Medium
2024-12-29,Юг,Телефон,1025.12,6,44.0,4.3,True,6150.719999999999,1845.2159999999997,12,4,Sunday,36-50,Medium
2024-12-30,Запад,Монитор,965.39,7,62.0,2.9,True,6757.73,2027.3189999999997,12,4,Monday,50+,Medium
2024-12-31,Запад,Телефон,1003.12,6,58.0,3.2,False,6018.72,1805.616,12,4,Tuesday,50+,Medium
2025-01-01,Юг,Планшет,780.74,6,45.0,4.4,False,4684.4400000000005,1405.332,1,1,Wednesday,36-50,Low
2025-01-02,Юг,Телефон,711.99,4,42.0,2.9,True,2847.96,854.388,1,1,Thursday,36-50,Low
2025-01-03,Запад,Ноутбук,1318.9,4,59.0,1.8,False,5275.6,1582.68,1,1,Friday,50+,High
2025-01-04,Запад,Телефон,830.61,7,61.0,4.3,False,5814.27,1744.2810000000002,1,1,Saturday,50+,Medium
2025-01-05,Восток,Планшет,801.72,5,63.0,3.2,False,4008.6000000000004,1202.5800000000002,1,1,Sunday,50+,Medium
2025-01-06,Восток,Планшет,569.32,5,50.0,1.6,False,2846.6000000000004,853.9800000000001,1,1,Monday,36-50,Low
2025-01-07,Юг,Монитор,872.21,8,63.0,3.0,True,6977.68,2093.304,1,1,Tuesday,50+,Medium
2025-01-08,Восток,Телефон,735.38,4,31.0,2.7,False,2941.52,882.456,1,1,Wednesday,26-35,Low
2025-01-09,Север,Планшет,1328.4,2,25.0,4.5,False,2656.8,797.0400000000001,1,1,Thursday,18-25,High
2025-01-10,Восток,Ноутбук,1201.96,3,65.0,1.5,True,3605.88,1081.764,1,1,Friday,50+,High
2025-01-11,Восток,Монитор,862.37,4,31.0,4.5,False,3449.48,1034.844,1,1,Saturday,26-35,Medium
2025-01-12,Север,Ноутбук,1450.49,6,18.0,3.0,False,8702.94,2610.882,1,1,Sunday,18-25,High
2025-01-13,Юг,Телефон,1196.35,9,33.0,2.6,False,10767.15,3230.145,1,1,Monday,26-35,Medium
2025-01-14,Север,Телефон,935.03,3,35.0,1.6,False,2805.09,841.527,1,1,Tuesday,26-35,Medium
2025-01-15,Восток,Телефон,500.12,5,24.0,3.8,False,2500.6,750.18,1,1,Wednesday,18-25,Low
2025-01-16,Юг,Монитор,1458.19,3,32.0,4.7,False,4374.57,1312.3709999999999,1,1,Thursday,26-35,High
2025-01-17,Восток,Планшет,722.09,2,41.0,2.5,False,1444.18,433.254,1,1,Friday,36-50,Low
2025-01-18,Север,Монитор,670.92,4,66.0,2.0,False,2683.68,805.1039999999999,1,1,Saturday,50+,Low
2025-01-19,Север,Ноутбук,1204.51,9,68.0,3.2,False,10840.59,3252.177,1,1,Sunday,50+,High
2025-01-20,Восток,Монитор,1487.95,4,30.0,4.2,False,5951.8,1785.54,1,1,Monday,26-35,High
2025-01-21,Запад,Ноутбук,1276.85,5,26.0,1.0,False,6384.25,1915.2749999999999,1,1,Tuesday,26-35,High
2025-01-22,Запад,Монитор,1112.78,8,32.0,3.5,False,8902.24,2670.672,1,1,Wednesday,26-35,Medium
2025-01-23,Север,Планшет,1118.95,8,52.0,3.4,False,8951.6,2685.48,1,1,Thursday,50+,Medium
2025-01-24,Север,Ноутбук,1170.68,5,41.0,2.3,False,5853.400000000001,1756.0200000000002,1,1,Friday,36-50,Medium
2025-01-25,Запад,Телефон,1151.79,3,50.0,2.8,False,3455.37,1036.6109999999999,1,1,Saturday,36-50,Medium
2025-01-26,Запад,Телефон,1056.24,9,33.0,2.0,True,9506.16,2851.848,1,1,Sunday,26-35,Medium
2025-01-27,Восток,Монитор,1020.84,2,25.0,4.2,False,2041.68,612.504,1,1,Monday,18-25,Medium
2025-01-28,Восток,Телефон,987.48,8,46.0,3.5,True,7899.84,2369.9519999999998,1,1,Tuesday,36-50,Medium
2025-01-29,Запад,Ноутбук,849.21,7,40.0,3.1,True,5944.47,1783.3410000000001,1,1,Wednesday,36-50,Medium
2025-01-30,Восток,Телефон,943.86,6,62.0,2.6,True,5663.16,1698.9479999999999,1,1,Thursday,50+,Medium
2025-01-31,Восток,Планшет,661.41,9,48.0,2.2,False,5952.69,1785.8069999999998,1,1,Friday,36-50,Low
2025-02-01,Юг,Планшет,980.33,3,57.0,4.3,False,2940.9900000000002,882.297,2,1,Saturday,50+,Medium
2025-02-02,Восток,Монитор,802.28,6,66.0,2.8,False,4813.68,1444.104,2,1,Sunday,50+,Medium
2025-02-03,Север,Ноутбук,779.28,7,31.0,3.0,False,5454.96,1636.488,2,1,Monday,26-35,Low
2025-02-04,Восток,Планшет,1035.98,7,47.0,3.1,False,7251.860000000001,2175.558,2,1,Tuesday,36-50,Medium
2025-02-05,Восток,Планшет,1278.4,5,56.0,2.8,False,6392.0,1917.6,2,1,Wednesday,50+,High
2025-02-06,Запад,Ноутбук,1183.66,5,44.0,2.0,False,5918.3,1775.49,2,1,Thursday,36-50,Medium
2025-02-07,Север,Телефон,685.9,1,64.0,1.5,False,685.9,205.76999999999998,2,1,Friday,50+,Low
2025-02-08,Восток,Телефон,802.07,7,33.0,1.4,False,5614.490000000001,1684.3470000000002,2,1,Saturday,26-35,Medium
2025-02-09,Восток,Монитор,1188.15,4,68.0,4.0,False,4752.6,1425.78,2,1,Sunday,50+,Medium
2025-02-10,Юг,Телефон,803.5,7,23.0,1.9,False,5624.5,1687.35,2,1,Monday,18-25,Medium
2025-02-11,Восток,Ноутбук,955.07,5,50.0,1.2,False,4775.35,1432.605,2,1,Tuesday,36-50,Medium
2025-02-12,Восток,Планшет,1110.01,5,61.0,4.2,False,5550.05,1665.015,2,1,Wednesday,50+,Medium
2025-02-13,Юг,Телефон,806.33,3,35.0,1.6,True,2418.9900000000002,725.697,2,1,Thursday,26-35,Medium
2025-02-14,Запад,Монитор,1021.08,5,33.0,3.5,False,5105.400000000001,1531.6200000000001,2,1,Friday,26-35,Medium
2025-02-15,Восток,Телефон,733.19,5,29.0,2.4,False,3665.9500000000003,1099.785,2,1,Saturday,26-35,Low
2025-02-16,Юг,Ноутбук,879.73,4,37.0,1.5,True,3518.92,1055.676,2,1,Sunday,36-50,Medium
2025-02-17,Север,Монитор,1063.96,3,62.0,2.7,False,3191.88,957.564,2,1,Monday,50+,Medium
2025-02-18,Запад,Телефон,681.4,3,57.0,1.1,True,2044.1999999999998,613.2599999999999,2,1,Tuesday,50+,Low
2025-02-19,Север,Монитор,1088.09,5,46.0,4.4,False,5440.45,1632.135,2,1,Wednesday,36-50,Medium
2025-02-20,Север,Ноутбук,996.07,10,47.0,3.1,False,9960.7,2988.21,2,1,Thursday,36-50,Medium
2025-02-21,Юг,Планшет,1110.5,2,43.0,1.6,False,2221.0,666.3,2,1,Friday,36-50,Medium
2025-02-22,Восток,Ноутбук,1044.78,5,39.0,1.9,False,5223.9,1567.1699999999998,2,1,Saturday,36-50,Medium
2025-02-23,Юг,Ноутбук,1272.83,3,50.0,2.8,True,3818.49,1145.5469999999998,2,1,Sunday,36-50,High
2025-02-24,Юг,Ноутбук,1025.04,4,56.0,1.8,False,4100.16,1230.048,2,1,Monday,50+,Medium
2025-02-25,Юг,Ноутбук,914.12,6,64.0,2.1,True,5484.72,1645.416,2,1,Tuesday,50+,Medium
2025-02-26,Юг,Планшет,1024.46,3,46.0,3.1,False,3073.38,922.014,2,1,Wednesday,36-50,Medium
2025-02-27,Запад,Планшет,1108.66,4,39.0,4.3,False,4434.64,1330.392,2,1,Thursday,36-50,Medium
2025-02-28,Восток,Монитор,1009.77,4,62.0,2.6,False,4039.08,1211.724,2,1,Friday,50+,Medium
2025-03-01,Север,Телефон,1008.12,5,30.0,3.9,False,5040.6,1512.18,3,1,Saturday,26-35,Medium
2025-03-02,Север,Планшет,859.6,8,26.0,4.5,False,6876.8,2063.04,3,1,Sunday,26-35,Medium
2025-03-03,Восток,Планшет,867.42,5,41.0,1.9,False,4337.099999999999,1301.1299999999999,3,1,Monday,36-50,Medium
2025-03-04,Север,Телефон,719.48,6,32.0,4.2,False,4316.88,1295.064,3,1,Tuesday,26-35,Low
2025-03-05,Восток,Планшет,1349.92,3,53.0,4.0,True,4049.76,1214.928,3,1,Wednesday,50+,High
2025-03-06,Север,Ноутбук,751.23,4,30.0,2.4,False,3004.92,901.476,3,1,Thursday,26-35,Low
2025-03-07,Юг,Ноутбук,861.42,5,44.0,5.0,True,4307.099999999999,1292.1299999999999,3,1,Friday,36-50,Medium
2025-03-08,Север,Телефон,856.32,6,61.0,2.1,True,5137.92,1541.376,3,1,Saturday,50+,Medium
2025-03-09,Восток,Монитор,1178.98,7,54.0,2.0,True,8252.86,2475.858,3,1,Sunday,50+,Medium
2025-03-10,Восток,Монитор,941.01,5,24.0,4.1,False,4705.05,1411.515,3,1,Monday,18-25,Medium
2025-03-11,Восток,Телефон,1249.55,2,25.0,2.7,False,2499.1,749.7299999999999,3,1,Tuesday,18-25,High
2025-03-12,Восток,Телефон,865.3,6,54.0,2.3,False,5191.799999999999,1557.5399999999997,3,1,Wednesday,50+,Medium
2025-03-13,Восток,Ноутбук,1055.8,4,58.0,1.7,False,4223.2,1266.9599999999998,3,1,Thursday,50+,Medium
2025-03-14,Запад,Монитор,832.93,2,31.0,4.1,True,1665.86,499.7579999999999,3,1,Friday,26-35,Medium
2025-03-15,Запад,Планшет,1429.03,4,29.0,4.1,False,5716.12,1714.836,3,1,Saturday,26-35,High
2025-03-16,Север,Ноутбук,762.48,2,53.0,3.3,False,1524.96,457.488,3,1,Sunday,50+,Low
2025-03-17,Восток,Телефон,1061.96,3,69.0,4.8,True,3185.88,955.764,3,1,Monday,50+,Medium
2025-03-18,Север,Монитор,1126.76,4,57.0,2.3,False,4507.04,1352.1119999999999,3,1,Tuesday,50+,Medium
2025-03-19,Восток,Планшет,1082.76,7,34.0,1.9,False,7579.32,2273.796,3,1,Wednesday,26-35,Medium
2025-03-20,Восток,Планшет,962.94,5,57.0,3.7,False,4814.700000000001,1444.41,3,1,Thursday,50+,Medium
2025-03-21,Запад,Ноутбук,974.04,5,46.0,4.0,False,4870.2,1461.06,3,1,Friday,36-50,Medium
2025-03-22,Запад,Монитор,1008.76,7,44.0,1.9,False,7061.32,2118.3959999999997,3,1,Saturday,36-50,Medium
2025-03-23,Юг,Монитор,970.6,9,18.0,1.3,False,8735.4,2620.62,3,1,Sunday,18-25,Medium
2025-03-24,Запад,Телефон,1192.78,7,69.0,4.2,True,8349.46,2504.8379999999997,3,1,Monday,50+,Medium
2025-03-25,Юг,Монитор,1442.1,6,51.0,4.9,False,8652.599999999999,2595.7799999999993,3,1,Tuesday,50+,High
2025-03-26,Юг,Монитор,888.5,6,21.0,3.6,True,5331.0,1599.3,3,1,Wednesday,18-25,Medium
2025-03-27,Юг,Ноутбук,726.04,9,41.0,2.1,False,6534.36,1960.3079999999998,3,1,Thursday,36-50,Low
2025-03-28,Юг,Монитор,982.34,2,38.0,5.0,False,1964.68,589.404,3,1,Friday,36-50,Medium
2025-03-29,Юг,Планшет,1515.94,3,50.0,4.6,False,4547.82,1364.3459999999998,3,1,Saturday,36-50,High
2025-03-30,Север,Ноутбук,839.27,9,24.0,3.1,False,7553.43,2266.029,3,1,Sunday,18-25,Medium
2025-03-31,Запад,Ноутбук,1327.82,3,18.0,4.3,False,3983.46,1195.038,3,1,Monday,18-25,High
